City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,gatton,-27.55,152.2833,30.367000000000004,53,99,2.14,AU,1675316329
349,beringovskiy,63.05,179.3167,26.735000000000003,96,100,4.83,RU,1675316329
350,morristown,36.214,-83.2949,27.776,88,100,2.06,US,1675316039
351,khategaon,22.6,76.9167,29.639,18,65,2.95,IN,1675316330
352,trelew,-43.249,-65.3051,29.150000000000002,75,18,7.09,AR,1675316330
353,chipinge,-20.1883,32.6236,29.558999999999997,65,40,1.17,ZW,1675316330
354,vanino,49.0869,140.2543,25.953,79,94,2.22,RU,1675316330
355,miles city,46.4083,-105.8406,27.269000000000002,69,100,6.69,US,1675316331
356,belmonte,-15.8631,-38.8828,29.701,84,12,2.35,BR,1675316331
357,olot,42.181,2.4901,27.779000000000003,31,0,1.99,ES,1675316331
358,kotovo,50.3211,44.8012,26.908,90,100,3.34,RU,1675316332
359,abeche,13.8292,20.8324,29.380000000000003,21,37,5.63,TD,1675316333
360,skeldon,5.8833,-57.1333,29.548000000000002,95,51,1.73,GY,1675316333
361,lagoa,39.05,-27.9833,28.693,71,3,4.73,PT,1675316334
362,petropavlovsk-kamchatskiy,53.0452,158.6483,26.248000000000005,57,0,2.0,RU,1675316334
363,camacha,33.0833,-16.3333,28.683,63,40,5.14,PT,1675316334
364,kulhudhuffushi,6.6221,73.07,29.964,72,84,4.79,MV,1675316335
365,bayan,46.0833,127.4,26.098000000000003,72,6,4.7,CN,1675316335
366,goundi,9.3627,17.366,29.648000000000003,22,1,2.0,TD,1675316335
367,gisborne,-38.6533,178.0042,29.472000000000005,85,89,2.0,NZ,1675316336
368,whitehorse,60.7161,-135.0538,26.258,67,75,5.66,CA,1675316119
369,los llanos de aridane,28.6585,-17.9182,28.501,67,0,4.63,ES,1675316336
370,vao,-22.6667,167.4833,30.014,75,64,3.65,NC,1675316337
371,okhotsk,59.3833,143.3,25.507,88,100,5.49,RU,1675316337
372,saldanha,-33.0117,17.9442,28.818,82,0,6.46,ZA,1675316337
373,kabo,7.6994,18.629,29.659,20,5,1.07,CF,1675316338
374,asau,46.4333,26.4,27.066000000000003,85,99,3.36,RO,1675316338
375,farkhor,37.4922,69.4036,28.462000000000003,62,100,0.8,TJ,1675316339
376,monteagudo,-19.8167,-63.9833,29.154000000000003,66,68,1.14,BO,1675316339
377,bucerias,20.75,-105.3333,29.414,88,40,0.0,MX,1675316073
378,tygda,53.1167,126.3333,25.913,73,13,3.5,RU,1675316339
379,la suiza,9.8524,-83.6133,29.211000000000002,87,16,1.38,CR,1675316340
380,namibe,-15.1961,12.1522,29.570999999999998,77,100,2.04,AO,1675316340
381,airai,-8.9266,125.4092,29.449,80,93,2.04,TL,1675316340
382,dunedin,-45.8742,170.5036,29.471,85,99,0.89,NZ,1675316340
383,baruun-urt,46.6806,113.2792,25.99,71,2,3.4,MN,1675316341
384,inhambane,-23.865,35.3833,30.029000000000003,60,11,3.47,MZ,1675316341
385,waki,34.0667,134.15,28.260000000000005,55,62,3.17,JP,1675316342
386,bethel,41.3712,-73.414,27.064,66,0,0.0,US,1675316203
387,svoge,42.9667,23.35,27.354000000000003,87,68,1.91,BG,1675316342
388,buala,-8.145,159.5921,30.102999999999998,79,98,2.98,SB,1675316343
389,havoysund,70.9963,24.6622,27.028,73,100,1.6,NO,1675316343
390,sinnamary,5.3833,-52.95,29.665,91,91,1.93,GF,1675316343
391,el alto,-4.2714,-81.2147,29.679000000000002,79,93,2.69,PE,1675316344
392,teahupoo,-17.8333,-149.2667,29.913,70,32,8.95,PF,1675316344
393,korla,41.7597,86.1469,27.022000000000006,55,7,1.06,CN,1675316345
394,usinsk,65.9939,57.5281,26.713,94,99,7.4,RU,1675316345
395,quartucciu,39.2519,9.1794,28.426000000000002,73,40,1.54,IT,1675316345
396,vangaindrano,-23.35,47.6,29.732,86,100,2.66,MG,1675316346
397,camocim,-2.9022,-40.8411,29.759,90,100,3.6,BR,1675316346
398,chengde,40.9725,117.9361,26.958,25,100,0.97,CN,1675316346
399,port lincoln,-34.7333,135.8667,29.010000000000005,63,79,11.47,AU,1675316347
400,atar,20.5169,-13.0499,29.037000000000003,13,100,2.62,MR,1675316347
401,gondar,12.6,37.4667,29.204000000000004,25,95,2.0,ET,1675316347
402,otjimbingwe,-22.35,16.1333,29.523000000000003,41,84,0.85,NA,1675316348
403,ustka,54.5805,16.8619,27.629000000000005,90,100,8.98,PL,1675316348
404,santa fe,-31.6333,-60.7,29.816000000000003,70,44,3.58,AR,1675316348
405,nynashamn,58.9034,17.9479,27.099000000000004,71,96,6.61,SE,1675316075
406,mikun,62.3547,50.0771,26.797000000000004,97,98,2.15,RU,1675316349
407,mao,39.8885,4.2658,28.246,76,20,3.09,ES,1675316349
408,ginda,30.6945,78.4932,29.063000000000002,12,96,2.24,IN,1675316349
409,portsmouth,50.799,-1.0913,28.146,88,25,4.92,GB,1675316350
410,gimli,50.6336,-96.9907,25.216,54,100,7.72,CA,1675316224
411,beloha,-25.1667,45.05,29.938000000000002,64,59,5.86,MG,1675316350
412,bakchar,57.0186,82.0711,26.12,84,11,1.44,RU,1675316351
413,tual,-5.6667,132.75,30.186000000000003,74,87,5.26,ID,1675316351
414,pamfila,39.1567,26.5217,27.999000000000002,76,20,3.09,GR,1675316351
415,kieta,-6.2167,155.6333,30.177999999999997,74,90,3.64,PG,1675316352
416,broome,42.2506,-75.833,26.593000000000004,74,0,2.57,US,1675316352
417,srandakan,-7.9386,110.2506,30.088,70,100,1.27,ID,1675316352
418,lorengau,-2.0226,147.2712,30.237000000000002,66,82,2.45,PG,1675316353
419,seoul,37.5683,126.9778,27.581000000000003,33,0,3.09,KR,1675316090
420,kaitangata,-46.2817,169.8464,29.633,63,93,1.84,NZ,1675316353
421,machali,-34.1833,-70.6667,29.195,36,0,1.65,CL,1675316354
422,brooks,50.5834,-111.8851,25.614,79,100,2.06,CA,1675316354
423,zhigansk,66.7697,123.3711,24.104,96,100,7.24,RU,1675316354
424,sembe,1.6481,14.5806,29.495,83,21,1.02,CG,1675316355
425,ayan,56.45,138.1667,25.212000000000003,67,87,3.21,RU,1675316355
426,marystown,47.1666,-55.1483,26.443,74,65,2.39,CA,1675316283
427,robertsport,6.7533,-11.3686,29.805000000000003,92,7,1.16,LR,1675316355
428,hokitika,-42.7167,170.9667,29.110000000000003,93,100,6.62,NZ,1675316356
429,ambon,-3.6954,128.1814,30.523000000000003,62,20,5.14,ID,1675316356
430,dehloran,32.6941,47.2679,28.654000000000003,54,0,1.89,IR,1675316356
431,parry sound,45.3501,-80.033,26.918000000000003,93,100,3.42,CA,1675316357
432,svetlaya,46.5389,138.3297,26.379000000000005,46,59,3.84,RU,1675316357
433,zhangjiakou,40.81,114.8794,26.897000000000006,18,100,0.52,CN,1675316358
434,wanaka,-44.7,169.15,29.151,85,100,2.97,NZ,1675316358
435,lincoln,40.8,-96.667,27.052999999999997,70,0,2.57,US,1675316284
436,volot,57.9278,30.7025,27.007,97,100,2.74,RU,1675316358
437,boa vista,2.8197,-60.6733,29.814,69,0,6.17,BR,1675316359
438,sitka,57.0531,-135.33,27.909,61,100,5.14,US,1675316359
439,saint-augustin,51.226,-58.6502,25.001,94,76,1.83,CA,1675316359
440,sala consilina,40.3912,15.5989,27.650000000000002,88,33,0.51,IT,1675316360
441,chudniv,50.052,28.1175,27.279000000000003,92,100,3.25,UA,1675316360
442,kurbnesh,41.7797,20.0836,27.332,76,66,1.23,AL,1675316360
443,anuradhapura,8.3565,80.4173,29.614,93,100,5.36,LK,1675316361
444,puerto penasco,31.3167,-113.5333,28.828,48,1,4.53,MX,1675316361
445,uren,57.4552,45.7852,26.683,95,100,3.29,RU,1675316361
446,pringsewu,-5.3582,104.9744,30.212000000000003,75,100,0.49,ID,1675316362
447,wagga wagga,-35.1167,147.3667,29.960000000000004,44,50,2.68,AU,1675316362
448,borba,-4.3878,-59.5939,29.498000000000005,97,61,1.24,BR,1675316362
449,yulara,-25.2406,130.9889,30.495,22,0,10.25,AU,1675316363
450,kudahuvadhoo,2.6708,72.8944,30.006,63,29,5.37,MV,1675316363
451,kropotkin,45.4375,40.5756,27.465,91,100,1.99,RU,1675316187
452,ust-kulom,61.6864,53.6902,26.605000000000004,95,98,3.05,RU,1675316363
453,xining,36.6167,101.7667,28.012,12,22,8.16,CN,1675316364
454,porto de moz,-1.7483,-52.2383,29.455000000000002,99,99,0.96,BR,1675316364
455,siavonga,-16.5382,28.7088,29.685000000000002,84,86,2.16,ZM,1675316364
456,kentau,43.5206,68.5094,27.551000000000002,99,100,2.82,KZ,1675316365
457,belyy yar,53.6039,91.3903,25.585,85,75,1.0,RU,1675316365
458,ovsyanka,55.9575,92.5519,25.969,84,60,0.97,RU,1675316365
459,wenatchee,47.4235,-120.3103,27.136000000000003,80,0,0.0,US,1675316366
460,chaohu,31.6,117.8667,28.015,42,86,5.05,CN,1675316366
461,dyurtyuli,55.4911,54.8688,26.371,85,100,3.49,RU,1675316366
462,tulun,54.5611,100.5792,26.409,88,100,1.22,RU,1675316367
463,jinchang,38.4953,102.1739,27.563000000000002,22,74,2.13,CN,1675316367
464,raudeberg,61.9875,5.1352,27.201,74,18,3.41,NO,1675316368
465,roma,43.2128,-75.4557,26.78,70,40,0.45,US,1675316368
466,lucea,18.451,-78.1736,29.807000000000002,79,35,8.19,JM,1675316368
467,storforshei,66.4043,14.5233,25.907,84,0,0.0,NO,1675316369
468,tecpan,14.7623,-90.9947,28.198000000000004,97,41,2.5,GT,1675316369
469,nanakuli,21.3906,-158.1547,29.912000000000003,69,75,2.06,US,1675316369
470,evanston,42.0411,-87.6901,26.932000000000002,67,20,5.14,US,1675316080
471,vanavara,60.34,102.2797,25.760000000000005,91,94,3.24,RU,1675316370
472,faya,18.3851,42.4509,28.544,65,23,2.69,SA,1675316370
473,mareeba,-17.0,145.4333,30.155,73,98,2.5,AU,1675316370
474,pingliang,35.5392,106.6861,27.78,31,89,2.25,CN,1675316371
475,noyabrsk,63.1994,75.4507,26.282,95,92,5.45,RU,1675316371
476,starokamyshinsk,55.0554,61.6031,25.525000000000002,85,99,3.25,RU,1675316371
477,santa catarina de tepehuanes,25.35,-105.7333,28.287000000000003,76,7,10.89,MX,1675316372
478,mae hong son,19.3003,97.9685,30.023000000000003,57,20,1.54,TH,1675316372
479,walvis bay,-22.9575,14.5053,29.098000000000003,82,100,4.12,NA,1675316373
480,russell,32.3502,-85.1999,28.672000000000004,94,100,1.54,US,1675316373
481,tumaco,1.7986,-78.8156,29.717000000000002,89,77,1.13,CO,1675316373
482,matagami,49.7502,-77.6328,24.621000000000002,83,0,2.06,CA,1675316374
483,alberton,46.8168,-64.0654,26.610000000000003,82,67,4.96,CA,1675316374
484,boende,-0.2167,20.8667,29.611000000000004,87,99,1.53,CD,1675316374
485,matamoros,25.5333,-103.25,28.932000000000002,51,11,0.33,MX,1675316375
486,grand falls,47.0461,-67.7418,25.638,100,95,1.86,CA,1675316240
487,mahebourg,-20.4081,57.7,30.273000000000003,74,40,2.57,MU,1675316375
488,taywarah,33.35,64.4167,27.135000000000005,96,96,1.45,AF,1675316376
489,orlik,52.5178,99.825,25.966000000000005,73,23,0.26,RU,1675316376
490,yanam,16.7333,82.2167,30.262,41,78,3.95,IN,1675316376
491,englewood,39.6478,-104.9878,27.266000000000005,62,0,4.63,US,1675316377
492,tuatapere,-46.1333,167.6833,29.456000000000003,69,100,1.35,NZ,1675316377
493,moron,-34.6534,-58.6198,29.813000000000002,75,100,2.79,AR,1675316378
494,puerto quijarro,-17.7833,-57.7667,29.579000000000004,95,68,0.81,BO,1675316378
495,prince rupert,54.3161,-130.3201,27.898000000000003,92,100,13.89,CA,1675316370
496,ixtlahuacan del rio,20.8667,-103.25,28.907,61,98,1.56,MX,1675316378
497,bow island,49.8668,-111.3684,25.874000000000002,85,100,3.09,CA,1675316379
498,asfi,32.2994,-9.2372,28.404000000000003,75,1,4.54,MA,1675316379
499,yilan,24.757,121.753,29.335000000000004,99,100,1.78,TW,1675316379
500,tirumullaivasal,11.2333,79.8333,29.748000000000005,89,100,5.96,IN,1675316380
501,gusinoye ozero,51.1144,106.2614,26.108999999999998,79,71,1.95,RU,1675316380
502,whitehaven,54.549,-3.5841,28.195999999999998,100,92,1.34,GB,1675316380
503,kozhva,65.1073,57.0459,26.543000000000003,94,81,3.65,RU,1675316380
504,leh,34.1667,77.5833,26.486000000000004,56,96,0.61,IN,1675316381
505,abu dhabi,24.4667,54.3667,29.535000000000004,65,0,6.17,AE,1675316381
506,saurimo,-9.6608,20.3916,29.225,92,100,0.72,AO,1675316382
507,lethem,3.3803,-59.7968,29.755000000000003,73,21,5.71,GY,1675316382
508,svetlyy,54.675,20.1347,27.518,97,100,5.94,RU,1675316382
509,niteroi,-22.8833,-43.1036,29.894000000000002,83,100,3.6,BR,1675316097
510,glens falls,43.3095,-73.644,26.767000000000003,70,100,4.63,US,1675316153
511,codrington,-38.2667,141.9667,28.841000000000005,57,86,11.97,AU,1675316383
512,praia,14.9215,-23.5087,29.345,73,20,8.23,CV,1675316383
513,xai-xai,-25.0519,33.6442,29.972000000000005,64,77,2.64,MZ,1675316384
514,manjeshwar,12.7194,74.8861,30.468000000000004,38,89,2.97,IN,1675316384
515,otacilio costa,-27.4831,-50.1219,29.088,99,93,0.92,BR,1675316384
516,methoni,36.8197,21.7049,27.994,67,3,6.0,GR,1675316385
517,bosaso,11.2842,49.1816,29.814,73,20,4.12,SO,1675316385
518,marataizes,-21.0433,-40.8244,29.605000000000004,86,94,3.3,BR,1675316222
519,angoche,-16.2325,39.9086,30.092000000000002,76,94,1.61,MZ,1675316385
520,gabaldon,15.4522,121.3387,30.188000000000002,67,56,3.56,PH,1675316386
521,arman,59.7,150.1667,26.427,93,99,1.71,RU,1675316386
522,kuusamo,65.9667,29.1833,26.717000000000002,93,100,1.54,FI,1675316386
523,nakhon nayok,14.1667,101.1,30.930000000000003,29,50,0.89,TH,1675316387
524,hualmay,-11.0964,-77.6139,29.483,84,100,3.09,PE,1675316387
525,pathein,16.7833,94.7333,30.757,27,16,1.21,MM,1675316387
526,olga,43.7444,135.2892,26.593000000000004,46,51,4.58,RU,1675316388
527,hede,33.7681,120.2517,27.781000000000002,42,98,5.18,CN,1675316388
528,melbu,68.5044,14.8297,27.302999999999997,93,0,4.63,NO,1675316388
529,sapouy,11.5544,-1.7736,29.463,11,45,3.05,BF,1675316389
530,potchefstroom,-26.7167,27.1,29.377,75,49,3.54,ZA,1675316389
531,mamou,10.5,-12.0,29.27,26,12,0.33,GN,1675316389
532,gizo,-8.103,156.8419,30.176000000000002,76,100,4.56,SB,1675316390
533,porto empedocle,37.2934,13.5264,28.430000000000003,87,98,2.94,IT,1675316390
534,fort nelson,58.8053,-122.7002,24.792,70,20,1.03,CA,1675316390
535,kahului,20.8947,-156.47,29.751,85,20,3.6,US,1675316169
536,ibra,22.6906,58.5334,29.365,49,0,1.48,OM,1675316391
537,nabire,-3.3667,135.4833,30.189,71,76,2.6,ID,1675316391
538,la ronge,55.1001,-105.2842,24.429000000000002,63,0,4.63,CA,1675316391
539,tongliao,43.6125,122.2653,26.904000000000003,19,0,3.89,CN,1675316392
540,gornopravdinsk,60.05,69.9,26.49,96,98,1.88,RU,1675316392
541,manzanillo,20.3433,-77.1167,29.487000000000002,83,19,5.41,CU,1675316392
542,karpathos,35.507,27.2132,28.513,54,52,7.72,GR,1675316393
543,forbes,-33.3833,148.0167,30.644000000000002,20,6,8.41,AU,1675316393
544,ozernovskiy,51.5,156.5167,26.77,64,79,4.15,RU,1675316393
545,sivagiri,9.3333,77.4333,30.194000000000003,48,100,3.11,IN,1675316394
546,lucapa,-8.4192,20.7447,29.239,94,100,0.91,AO,1675316394
547,pitimbu,-7.4706,-34.8086,29.948000000000004,80,20,2.93,BR,1675316394
548,channel-port aux basques,47.5702,-59.1367,26.558,65,98,1.38,CA,1675316395
549,broken hill,-31.95,141.4333,29.939,22,2,8.97,AU,1675316395
550,hit,33.6416,42.8251,28.489,60,100,6.44,IQ,1675316396
551,poum,-20.2333,164.0167,30.098000000000003,66,97,4.87,NC,1675316396
552,sobolevo,54.4299,31.8996,27.304000000000002,96,100,4.6,RU,1675316396
553,saint-paul,-21.0096,55.2707,30.22,72,28,1.82,RE,1675316397
554,tessalit,20.1986,1.0114,28.949,16,37,2.79,ML,1675316397
555,vrangel,42.7297,133.0839,26.677999999999997,48,13,6.58,RU,1675316397
556,turbat,26.0023,63.044,29.406000000000002,48,0,1.95,PK,1675316398
557,tete,-16.1564,33.5867,29.92,89,75,0.0,MZ,1675316398
558,the valley,18.217,-63.0578,29.82,74,0,7.67,AI,1675316398
559,ushtobe,45.2514,77.9838,26.959,70,98,3.08,KZ,1675316399
560,mandera,3.9366,41.867,30.041000000000004,53,17,4.01,KE,1675316399
561,axim,4.8699,-2.2405,29.828,91,0,1.75,GH,1675316399
562,sooke,48.3746,-123.7276,27.791000000000004,87,100,3.02,CA,1675316400
563,caconda,-13.7333,15.0667,28.951999999999998,86,100,0.89,AO,1675316400
564,maragogi,-9.0122,-35.2225,29.814999999999998,81,30,1.62,BR,1675316400
565,kiama,-34.6833,150.8667,30.562,71,23,4.02,AU,1675316401
566,big rapids,43.6981,-85.4837,26.653,81,100,1.54,US,1675316401
567,ayorou,14.7308,0.9174,29.445999999999998,12,49,3.57,NE,1675316402
